iccs,leg_stat,sex,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0101,PER_VICT,T,NR,IE	22 	33 	32 	39 	39 	34 	30 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,IS	2 	5 	1 	3 	3 	1 	3 	2 	1 	1 	3 	2 	1 	0 
ICCS0101,PER_VICT,T,NR,IT	303 	285 	317 	360 	376 	404 	471 	487 	506 	530 	552 	529 	590 	615 
ICCS0101,PER_VICT,T,NR,LI	2 	1 	1 	: 	: 	0 	0 	1 	0 	0 	0 	1 	0 	1 
ICCS0101,PER_VICT,T,NR,LT	72 	102 	94 	92 	100 	153 	172 	159 	198 	202 	211 	219 	252 	298 
ICCS0101,PER_VICT,T,NR,LU	4 	3 	4 	3 	2 	5 	5 	4 	2 	0 	4 	10 	5 	8 
ICCS0101,PER_VICT,T,NR,LV	57 	70 	65 	84 	88 	69 	67 	64 	50 	70 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,ME	15 	18 	23 	14 	15 	28 	17 	20 	10 	17 	21 	15 	21 	24 
ICCS0101,PER_VICT,T,NR,MK	: 	: 	: 	: 	31 	19 	25 	35 	22 	29 	30 	43 	35 	35 
ICCS0101,PER_VICT,T,NR,MT	2 	7 	5 	7 	9 	5 	4 	6 	7 	12 	3 	4 	4 	6 
ICCS0101,PER_VICT,T,NR,NL	114 	107 	109 	100 	132 	94 	104 	123 	125 	145 	143 	144 	154 	150 
ICCS0101,PER_VICT,T,NR,NO	29 	31 	28 	25 	28 	27 	24 	29 	46 	27 	111 	29 	29 	34 
ICCS0101,PER_VICT,T,NR,PL	273 	266 	253 	273 	287 	260 	298 	287 	305 	326 	387 	384 	422 	409 
ICCS0101,PER_VICT,T,NR,RO	244 	281 	244 	250 	255 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,RS	77 	84 	88 	105 	94 	123 	104 	120 	142 	111 	135 	130 	154 	140 
ICCS0101,PER_VICT,T,NR,SE	113 	124 	111 	108 	113 	106 	112 	87 	87 	68 	81 	: 	: 	: 
ICCS0101,PER_VICT,T,NR,SI	9 	11 	14 	9 	19 	10 	20 	16 	12 	14 	16 	15 	13 	10 
ICCS0101,PER_VICT,T,NR,SK	55 	63 	76 	67 	80 	60 	48 	72 	71 	62 	88 	82 	76 	: 
ICCS0101,PER_VICT,T,NR,TR	2136 	2108 	2020 	2161 	2541 	2704 	2235 	: 	: 	3216 	3061 	3064 	3692 	: 
ICCS0101,PER_VICT,T,NR,UKC-L	: 	: 	: 	671 	704 	675 	546 	510 	521 	544 	526 	632 	595 	638 
ICCS0101,PER_VICT,T,NR,UKM	: 	: 	: 	61 	59 	65 	59 	62 	62 	63 	93 	100 	85 	97 
ICCS0101,PER_VICT,T,NR,UKN	: 	: 	: 	23 	24 	18 	24 	17 	20 	21 	23 	23 	29 	24 
ICCS0101,PER_VICT,T,NR,XK	33 	37 	24 	44 	48 	38 	42 	55 	41 	90 	62 	106 	73 	113 
ICCS0101,PER_VICT,T,P_HTHAB,AL	2.33 	2.14 	2.27 	2.37 	2.36 	3.44 	2.84 	4.04 	: 	: 	5.01 	: 	2.67 	2.93 
ICCS0101,PER_VICT,T,P_HTHAB,AT	0.73 	0.73 	0.87 	0.97 	0.80 	0.62 	0.51 	0.53 	0.73 	0.95 	0.92 	0.73 	1.88 	1.49 
ICCS0101,PER_VICT,T,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.64 	1.33 	1.46 	1.85 	0.78 
ICCS0101,PER_VICT,T,P_HTHAB,BG	1.27 	0.99 	1.19 	1.30 	1.45 	1.10 	1.75 	1.55 	1.50 	1.92 	1.74 	1.99 	2.01 	2.29 
ICCS0101,PER_VICT,T,P_HTHAB,CH	0.48 	0.55 	0.54 	0.59 	0.53 	0.54 	0.69 	0.50 	0.71 	0.57 	0.58 	0.67 	0.66 	: 
ICCS0101,PER_VICT,T,P_HTHAB,CY	1.79 	1.69 	1.71 	1.74 	0.82 	1.53 	1.77 	1.28 	1.39 	2.55 	1.07 	0.98 	2.38 	1.16 
ICCS0101,PER_VICT,T,P_HTHAB,CZ	0.44 	0.72 	0.91 	: 	0.62 	0.62 	0.84 	0.77 	0.86 	1.00 	0.82 	0.98 	0.90 	1.10 
ICCS0101,PER_VICT,T,P_HTHAB,DE	0.84 	0.94 	0.75 	0.95 	0.99 	1.17 	0.84 	0.89 	0.85 	0.82 	0.92 	0.97 	0.98 	0.88 
ICCS0101,PER_VICT,T,P_HTHAB,DK	0.80 	0.94 	1.14 	1.00 	1.24 	0.98 	1.10 	1.32 	0.86 	0.84 	0.83 	0.76 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,EE	1.95 	3.16 	1.96 	2.12 	2.20 	2.51 	3.42 	3.19 	3.94 	4.75 	4.89 	4.80 	5.17 	6.43 
ICCS0101,PER_VICT,T,P_HTHAB,EL	0.83 	0.73 	0.73 	0.92 	0.80 	0.78 	0.86 	0.98 	1.39 	1.50 	1.65 	1.58 	1.37 	1.29 
ICCS0101,PER_VICT,T,P_HTHAB,ES	0.61 	0.63 	0.71 	0.62 	0.66 	0.63 	0.65 	0.69 	0.65 	0.77 	0.83 	0.84 	0.86 	0.93 
ICCS0101,PER_VICT,T,P_HTHAB,EU_V	0.83 	0.87 	0.86 	0.90 	0.95 	0.95 	1.03 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,FI	: 	: 	1.59 	1.56 	1.22 	1.35 	1.50 	1.61 	1.64 	1.63 	2.05 	2.22 	2.25 	2.51 
ICCS0101,PER_VICT,T,P_HTHAB,FR	1.08 	1.03 	1.12 	1.04 	1.06 	1.17 	1.55 	1.20 	1.18 	1.20 	1.32 	1.23 	1.27 	1.60 
ICCS0101,PER_VICT,T,P_HTHAB,HR	0.82 	0.99 	0.81 	0.58 	1.11 	1.05 	0.88 	0.85 	1.08 	1.19 	1.14 	1.44 	1.14 	1.65 
ICCS0101,PER_VICT,T,P_HTHAB,HU	0.77 	0.82 	0.65 	0.88 	1.63 	0.93 	2.24 	1.48 	1.55 	1.25 	1.45 	1.38 	1.39 	1.80 
ICCS0101,PER_VICT,T,P_HTHAB,IE	0.44 	0.66 	0.65 	0.81 	0.82 	0.72 	0.64 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,IS	0.54 	1.37 	0.28 	0.86 	0.89 	0.30 	0.91 	0.61 	0.31 	0.31 	0.94 	0.63 	0.31 	0.00 
ICCS0101,PER_VICT,T,P_HTHAB,IT	0.51 	0.48 	0.53 	0.60 	0.62 	0.67 	0.77 	0.80 	0.85 	0.89 	0.93 	0.89 	1.00 	1.05 
ICCS0101,PER_VICT,T,P_HTHAB,LI	5.12 	2.58 	2.61 	: 	: 	0.00 	0.00 	2.69 	0.00 	0.00 	0.00 	2.79 	0.00 	2.83 
ICCS0101,PER_VICT,T,P_HTHAB,LT	2.58 	3.65 	3.36 	3.28 	3.51 	5.30 	5.89 	5.40 	6.66 	6.73 	6.91 	6.97 	7.91 	9.28 
ICCS0101,PER_VICT,T,P_HTHAB,LU	0.63 	0.48 	0.65 	0.50 	0.34 	0.87 	0.89 	0.73 	0.37 	0.00 	0.78 	1.99 	1.01 	1.65 
ICCS0101,PER_VICT,T,P_HTHAB,LV	3.01 	3.67 	3.39 	4.34 	4.51 	3.50 	3.37 	3.20 	2.47 	3.42 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,ME	2.42 	2.89 	3.70 	2.25 	2.41 	4.50 	2.73 	3.22 	1.61 	2.74 	3.39 	2.42 	3.40 	3.90 
ICCS0101,PER_VICT,T,P_HTHAB,MK	: 	: 	: 	: 	1.49 	0.92 	1.21 	1.69 	1.07 	1.41 	1.46 	2.09 	1.71 	1.71 
ICCS0101,PER_VICT,T,P_HTHAB,MT	0.39 	1.36 	1.01 	1.47 	1.96 	1.11 	0.93 	1.41 	1.66 	2.87 	0.72 	0.97 	0.97 	1.47 
ICCS0101,PER_VICT,T,P_HTHAB,NL	0.65 	0.61 	0.63 	0.58 	0.77 	0.55 	0.62 	0.73 	0.74 	0.87 	0.86 	0.87 	0.93 	0.91 
ICCS0101,PER_VICT,T,P_HTHAB,NO	0.54 	0.58 	0.53 	0.47 	0.53 	0.52 	0.46 	0.57 	0.91 	0.54 	2.26 	0.60 	0.60 	0.72 
ICCS0101,PER_VICT,T,P_HTHAB,PL	0.72 	0.70 	0.67 	0.72 	0.76 	0.68 	0.78 	0.75 	0.80 	0.86 	1.02 	1.01 	1.11 	1.07 
ICCS0101,PER_VICT,T,P_HTHAB,RO	1.27 	1.45 	1.26 	1.28 	1.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,RS	1.12 	1.21 	1.26 	1.50 	1.34 	1.74 	1.46 	1.68 	1.98 	1.54 	1.86 	1.78 	2.10 	1.90 
ICCS0101,PER_VICT,T,P_HTHAB,SE	1.09 	1.20 	1.09 	1.07 	1.13 	1.08 	1.15 	0.90 	0.91 	0.72 	0.86 	: 	: 	: 
ICCS0101,PER_VICT,T,P_HTHAB,SI	0.43 	0.52 	0.67 	0.44 	0.92 	0.48 	0.97 	0.78 	0.58 	0.68 	0.78 	0.73 	0.64 	0.50 
ICCS0101,PER_VICT,T,P_HTHAB,SK	1.01 	1.15 	1.39 	1.23 	1.47 	1.11 	0.89 	1.33 	1.31 	1.15 	1.63 	1.52 	1.41 	: 
ICCS0101,PER_VICT,T,P_HTHAB,TR	2.55 	2.54 	2.46 	2.67 	3.18 	3.43 	2.88 	: 	: 	4.30 	4.15 	4.22 	5.16 	: 
ICCS0101,PER_VICT,T,P_HTHAB,UKC-L	: 	: 	: 	1.14 	1.20 	1.16 	0.95 	0.99 	0.92 	0.97 	0.94 	1.14 	1.08 	1.17 
ICCS0101,PER_VICT,T,P_HTHAB,UKM	: 	: 	: 	: 	1.09 	1.21 	1.10 	1.16 	1.17 	1.19 	1.76 	1.91 	1.63 	1.87 
ICCS0101,PER_VICT,T,P_HTHAB,UKN	: 	: 	: 	: 	1.29 	0.97 	1.25 	0.93 	1.09 	1.15 	1.27 	1.28 	1.62 	1.36 
ICCS0101,PER_VICT,T,P_HTHAB,XK	: 	2.08 	1.34 	2.45 	: 	1.64 	: 	: 	: 	: 	3.46 	4.80 	3.35 	5.25 
ICCS03011,PER_CNV,F,NR,AL	0 	0 	0 	0 	1 	0 	1 	1 	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,AT	5 	2 	5 	1 	1 	2 	2 	2 	9 	1 	3 	6 	2 	0 
ICCS03011,PER_CNV,F,NR,BA	1 	0 	0 	2 	0 	1 	0 	1 	2 	1 	0 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,BE	: 	: 	13 	4 	6 	5 	4 	13 	7 	6 	9 	10 	: 	: 
ICCS03011,PER_CNV,F,NR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CH	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	1 	2 	0 
ICCS03011,PER_CNV,F,NR,CY	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,CZ	20 	10 	13 	15 	11 	16 	7 	12 	14 	9 	3 	1 	2 	1 
ICCS03011,PER_CNV,F,NR,DE	23 	16 	23 	17 	14 	2 	4 	6 	6 	3 	8 	9 	12 	5 
ICCS03011,PER_CNV,F,NR,DK	1 	7 	6 	5 	4 	5 	6 	6 	5 	9 	5 	1 	1 	1 
ICCS03011,PER_CNV,F,NR,EE	0 	1 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 
ICCS03011,PER_CNV,F,NR,ES	1 	0 	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,FI	0 	2 	0 	1 	2 	1 	2 	3 	1 	3 	1 	0 	1 	2 
ICCS03011,PER_CNV,F,NR,FR	16 	16 	12 	14 	7 	8 	15 	8 	17 	25 	17 	10 	21 	17 
ICCS03011,PER_CNV,F,NR,HR	0 	2 	1 	0 	0 	0 	0 	1 	0 	1 	0 	0 	3 	0 
ICCS03011,PER_CNV,F,NR,HU	3 	4 	4 	6 	5 	5 	2 	0 	1 	0 	2 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,IS	: 	: 	: 	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,IT	: 	: 	: 	: 	: 	: 	7 	24 	13 	13 	19 	21 	30 	16 
ICCS03011,PER_CNV,F,NR,LT	0 	0 	1 	1 	1 	0 	1 	0 	2 	1 	2 	2 	1 	1 
ICCS03011,PER_CNV,F,NR,LU	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,LV	0 	1 	2 	2 	1 	0 	1 	1 	0 	0 	1 	1 	0 	1 
ICCS03011,PER_CNV,F,NR,ME	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
ICCS03011,PER_CNV,F,NR,MT	0 	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,NL	2 	1 	2 	2 	0 	4 	7 	3 	3 	0 	0 	0 	2 	1 
ICCS03011,PER_CNV,F,NR,NO	0 	4 	4 	1 	5 	: 	7 	2 	1 	4 	3 	0 	0 	4 
ICCS03011,PER_CNV,F,NR,PL	: 	0 	0 	2 	2 	0 	1 	3 	3 	12 	12 	8 	12 	6 
ICCS03011,PER_CNV,F,NR,PT	1 	0 	0 	1 	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,NR,RO	78 	41 	55 	12 	5 	: 	6 	7 	12 	5 	2 	4 	2 	0 
ICCS03011,PER_CNV,F,NR,RS	0 	1 	1 	0 	1 	0 	3 	1 	3 	0 	0 	0 	1 	0 
ICCS03011,PER_CNV,F,NR,SE	4 	3 	3 	3 	1 	2 	3 	0 	2 	1 	6 	2 	3 	1 
ICCS03011,PER_CNV,F,NR,SI	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,SK	0 	1 	0 	0 	0 	0 	0 	1 	1 	1 	0 	0 	1 	0 
ICCS03011,PER_CNV,F,NR,TR	68 	37 	62 	48 	42 	66 	117 	108 	90 	182 	153 	151 	81 	: 
ICCS03011,PER_CNV,F,NR,UKC-L	: 	: 	: 	: 	: 	10 	13 	6 	10 	11 	5 	3 	2 	1 
ICCS03011,PER_CNV,F,NR,UKM	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,UKN	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_CNV,F,NR,XK	: 	: 	0 	0 	0 	0 	0 	2 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,AL	0.00 	0.00 	0.00 	0.00 	0.07 	0.00 	0.07 	0.07 	: 	: 	0.00 	: 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,AT	0.11 	0.04 	0.11 	0.02 	0.02 	0.05 	0.05 	0.05 	0.21 	0.02 	0.07 	0.14 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.05 	0.00 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,BE	: 	: 	0.22 	0.07 	0.10 	0.09 	0.07 	0.23 	0.12 	0.11 	0.16 	0.18 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CH	0.00 	0.00 	0.00 	0.02 	0.00 	0.00 	0.00 	0.05 	0.00 	0.00 	0.00 	0.03 	0.05 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CY	: 	: 	0.00 	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,CZ	0.37 	0.18 	0.24 	0.28 	0.20 	0.30 	0.13 	0.22 	0.26 	0.17 	0.06 	0.02 	0.04 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,DE	0.05 	0.04 	0.05 	0.04 	0.03 	0.00 	0.01 	0.01 	0.01 	0.01 	0.02 	0.02 	0.03 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,DK	0.03 	0.24 	0.21 	0.17 	0.14 	0.17 	0.21 	0.21 	0.18 	0.32 	0.18 	0.04 	0.04 	0.04 
ICCS03011,PER_CNV,F,P_HTHAB,EE	0.00 	0.14 	0.00 	0.14 	0.00 	0.00 	0.14 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,EU_V	0.09 	0.06 	0.07 	0.05 	0.03 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,FI	0.00 	0.07 	0.00 	0.04 	0.07 	0.04 	0.07 	0.11 	0.04 	0.11 	0.04 	0.00 	0.04 	0.07 
ICCS03011,PER_CNV,F,P_HTHAB,FR	0.05 	0.05 	0.03 	0.04 	0.02 	0.02 	0.04 	0.02 	0.05 	0.07 	0.05 	0.03 	0.06 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,HR	0.00 	0.10 	0.05 	0.00 	0.00 	0.00 	0.00 	0.05 	0.00 	0.05 	0.00 	0.00 	0.13 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,HU	0.06 	0.08 	0.08 	0.12 	0.10 	0.10 	0.04 	0.00 	0.02 	0.00 	0.04 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,IS	: 	: 	: 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,IT	: 	: 	: 	: 	: 	: 	0.02 	0.08 	0.04 	0.04 	0.06 	0.07 	0.10 	0.05 
ICCS03011,PER_CNV,F,P_HTHAB,LT	0.00 	0.00 	0.07 	0.07 	0.07 	0.00 	0.06 	0.00 	0.12 	0.06 	0.12 	0.12 	0.06 	0.06 
ICCS03011,PER_CNV,F,P_HTHAB,LU	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,LV	0.00 	0.10 	0.19 	0.19 	0.09 	0.00 	0.09 	0.09 	0.00 	0.00 	0.09 	0.09 	0.00 	0.08 
ICCS03011,PER_CNV,F,P_HTHAB,ME	0.00 	0.00 	0.32 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 
ICCS03011,PER_CNV,F,P_HTHAB,MT	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,NL	0.02 	0.01 	0.02 	0.02 	0.00 	0.05 	0.08 	0.04 	0.04 	0.00 	0.00 	0.00 	0.02 	0.01 
ICCS03011,PER_CNV,F,P_HTHAB,NO	0.00 	0.15 	0.15 	0.04 	0.19 	: 	0.27 	0.08 	0.04 	0.08 	0.06 	0.00 	0.00 	0.08 
ICCS03011,PER_CNV,F,P_HTHAB,PL	: 	0.00 	0.00 	0.01 	0.01 	0.00 	0.01 	0.02 	0.02 	0.06 	0.06 	0.04 	0.06 	0.03 
ICCS03011,PER_CNV,F,P_HTHAB,PT	0.02 	0.00 	0.00 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 
ICCS03011,PER_CNV,F,P_HTHAB,RO	0.79 	0.42 	0.55 	0.12 	0.05 	: 	0.06 	0.07 	0.12 	0.05 	0.02 	0.04 	0.02 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,RS	0.00 	0.03 	0.03 	0.00 	0.03 	0.00 	0.08 	0.03 	0.08 	0.00 	0.00 	0.00 	0.01 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SE	0.08 	0.06 	0.06 	0.06 	0.02 	0.04 	0.06 	0.00 	0.04 	0.02 	0.13 	0.04 	0.06 	0.02 
ICCS03011,PER_CNV,F,P_HTHAB,SI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,SK	0.00 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 	0.04 	0.04 	0.00 	0.00 	0.04 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,TR	0.16 	0.09 	0.15 	0.12 	0.11 	0.17 	0.30 	0.28 	0.24 	0.49 	0.42 	0.42 	0.23 	: 
ICCS03011,PER_CNV,F,P_HTHAB,UKC-L	: 	: 	: 	: 	: 	0.03 	0.04 	0.02 	0.03 	0.04 	0.02 	0.01 	0.01 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKM	: 	: 	: 	: 	0.00 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,UKN	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_CNV,F,P_HTHAB,XK	: 	: 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,AL	36 	37 	19 	20 	26 	30 	33 	26 	19 	4 	8 	16 	14 	: 
ICCS03011,PER_CNV,M,NR,AT	304 	272 	262 	281 	194 	186 	175 	185 	190 	170 	185 	203 	111 	86 
ICCS03011,PER_CNV,M,NR,BA	39 	30 	46 	28 	31 	55 	43 	47 	39 	42 	46 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,BE	: 	: 	375 	345 	321 	330 	384 	461 	473 	520 	580 	583 	: 	: 
ICCS03011,PER_CNV,M,NR,BG	44 	51 	40 	65 	47 	61 	51 	87 	101 	99 	87 	149 	173 	193 
ICCS03011,PER_CNV,M,NR,CH	95 	124 	91 	104 	115 	123 	114 	119 	121 	125 	98 	151 	133 	159 
ICCS03011,PER_CNV,M,NR,CY	: 	: 	5 	10 	10 	19 	9 	9 	10 	15 	13 	15 	9 	6 
ICCS03011,PER_CNV,M,NR,CZ	553 	452 	563 	530 	522 	543 	474 	457 	464 	429 	178 	173 	167 	153 
ICCS03011,PER_CNV,M,NR,DE	1308 	1258 	1175 	1122 	1079 	526 	564 	560 	591 	668 	739 	850 	916 	1063 
ICCS03011,PER_CNV,M,NR,DK	260 	269 	251 	211 	223 	226 	197 	182 	207 	225 	205 	228 	250 	202 
ICCS03011,PER_CNV,M,NR,EE	40 	46 	44 	39 	27 	33 	46 	22 	33 	29 	18 	35 	: 	: 
ICCS03011,PER_CNV,M,NR,ES	45 	43 	39 	34 	25 	52 	40 	64 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,FI	198 	166 	187 	180 	183 	204 	160 	145 	147 	188 	128 	95 	118 	108 
ICCS03011,PER_CNV,M,NR,FR	1449 	815 	1100 	991 	1055 	1042 	1024 	1090 	1205 	1270 	1241 	1351 	1398 	1479 
ICCS03011,PER_CNV,M,NR,HR	81 	85 	81 	85 	86 	86 	35 	53 	47 	47 	54 	74 	91 	78 
ICCS03011,PER_CNV,M,NR,HU	222 	211 	229 	240 	218 	223 	152 	93 	174 	84 	77 	99 	95 	79 
ICCS03011,PER_CNV,M,NR,IS	: 	: 	: 	12 	: 	: 	: 	: 	18 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,IT	: 	: 	: 	: 	: 	: 	1318 	1558 	1488 	1488 	1497 	1519 	2072 	1343 
ICCS03011,PER_CNV,M,NR,LT	45 	48 	50 	59 	77 	79 	99 	83 	80 	105 	139 	120 	95 	104 
ICCS03011,PER_CNV,M,NR,LU	16 	16 	18 	12 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,LV	44 	53 	63 	51 	60 	52 	41 	54 	34 	51 	50 	40 	70 	94 
ICCS03011,PER_CNV,M,NR,ME	1 	3 	10 	2 	5 	7 	3 	7 	7 	3 	7 	2 	9 	: 
ICCS03011,PER_CNV,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	16 	23 	13 	22 	12 	22 	35 
ICCS03011,PER_CNV,M,NR,MT	12 	8 	8 	8 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,M,NR,NL	353 	261 	275 	296 	266 	264 	271 	264 	297 	117 	107 	136 	142 	178 
ICCS03011,PER_CNV,M,NR,NO	267 	265 	238 	213 	207 	: 	173 	198 	216 	214 	178 	237 	161 	189 
ICCS03011,PER_CNV,M,NR,PL	: 	351 	439 	374 	400 	409 	394 	413 	429 	763 	724 	818 	886 	930 
ICCS03011,PER_CNV,M,NR,PT	96 	90 	88 	75 	76 	106 	88 	75 	78 	87 	88 	75 	54 	90 
ICCS03011,PER_CNV,M,NR,RO	468 	365 	377 	420 	286 	: 	399 	417 	356 	417 	481 	459 	385 	416 
ICCS03011,PER_CNV,M,NR,RS	46 	60 	56 	66 	69 	91 	77 	146 	139 	122 	109 	96 	139 	149 
ICCS03011,PER_CNV,M,NR,SE	561 	523 	473 	375 	287 	284 	288 	320 	309 	319 	322 	349 	407 	419 
ICCS03011,PER_CNV,M,NR,SI	15 	5 	12 	10 	13 	10 	19 	13 	24 	23 	15 	16 	21 	21 
ICCS03011,PER_CNV,M,NR,SK	27 	41 	40 	44 	25 	35 	32 	31 	34 	45 	31 	36 	36 	43 
ICCS03011,PER_CNV,M,NR,TR	2897 	2218 	2755 	2624 	2617 	2804 	4601 	4761 	4273 	6714 	4165 	3447 	3146 	: 
ICCS03011,PER_CNV,M,NR,UKC-L	: 	: 	: 	: 	: 	3496 	3187 	2790 	2583 	1134 	1148 	1055 	995 	921 
ICCS03011,PER_CNV,M,NR,UKM	: 	: 	: 	: 	101 	90 	91 	116 	84 	64 	36 	22 	45 	28 
ICCS03011,PER_CNV,M,NR,UKN	: 	: 	: 	9 	16 	16 	12 	28 	14 	20 	7 	13 	17 	15 
ICCS03011,PER_CNV,M,NR,XK	: 	: 	25 	4 	14 	13 	11 	13 	10 	11 	19 	19 	22 	12 
ICCS03011,PER_CNV,M,P_HTHAB,AL	2.55 	2.60 	1.33 	1.39 	1.79 	2.06 	2.26 	1.78 	: 	: 	0.56 	: 	0.88 	: 
ICCS03011,PER_CNV,M,P_HTHAB,AT	6.91 	6.21 	6.01 	6.48 	4.50 	4.36 	4.17 	4.45 	4.61 	4.15 	4.54 	4.99 	2.74 	2.13 
ICCS03011,PER_CNV,M,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.24 	2.45 	: 	: 	: 
ICCS03011,PER_CNV,M,P_HTHAB,BE	: 	: 	6.64 	6.15 	5.74 	5.93 	6.95 	8.39 	8.62 	9.54 	10.74 	10.97 	: 	: 
